index,name,rank,generation,evolves_from,type1,type2,hp,atk,def,spatk,spdef,speed,total,height,weight,abilities,desc
152,chikorita,ordinary,generation-ii,nothing,grass,None,45,49,65,49,65,45,318,9,64,overgrow leaf-guard ,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.
153,bayleef,ordinary,generation-ii,chikorita,grass,None,60,62,80,63,80,60,405,12,158,overgrow leaf-guard ,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight."
154,meganium,ordinary,generation-ii,bayleef,grass,None,80,82,100,83,100,80,525,18,1005,overgrow leaf-guard ,The aroma that rises from its petals contains a substance that calms aggressive feelings.
155,cyndaquil,ordinary,generation-ii,nothing,fire,None,39,52,43,60,50,65,309,5,79,blaze flash-fire ,"It has a timid nature. If it is startled, the flames on its back burn more vigorously."
156,quilava,ordinary,generation-ii,cyndaquil,fire,None,58,64,58,80,65,80,405,9,190,blaze flash-fire ,Be careful if it turns its back during battle. It means that it will attack with the fire on its back.
157,typhlosion,ordinary,generation-ii,quilava,fire,None,78,84,78,109,85,100,534,17,795,blaze flash-fire ,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."
158,totodile,ordinary,generation-ii,nothing,water,None,50,65,64,44,48,43,314,6,95,torrent sheer-force ,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.
159,croconaw,ordinary,generation-ii,totodile,water,None,65,80,80,59,63,58,405,11,250,torrent sheer-force ,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth."
160,feraligatr,ordinary,generation-ii,croconaw,water,None,85,105,100,79,83,78,530,23,888,torrent sheer-force ,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up."
161,sentret,ordinary,generation-ii,nothing,normal,None,35,46,34,35,45,20,215,8,60,run-away keen-eye frisk ,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings."
162,furret,ordinary,generation-ii,sentret,normal,None,85,76,64,45,55,90,415,18,325,run-away keen-eye frisk ,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.
163,hoothoot,ordinary,generation-ii,nothing,normal,flying,60,30,30,36,56,50,262,7,212,insomnia keen-eye tinted-lens ,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen."
164,noctowl,ordinary,generation-ii,hoothoot,normal,flying,100,50,50,86,96,70,452,16,408,insomnia keen-eye tinted-lens ,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.
165,ledyba,ordinary,generation-ii,nothing,bug,flying,40,20,30,40,80,55,265,10,108,swarm early-bird rattled ,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.
166,ledian,ordinary,generation-ii,ledyba,bug,flying,55,35,50,55,110,85,390,14,356,swarm early-bird iron-fist ,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder."
167,spinarak,ordinary,generation-ii,nothing,bug,poison,40,60,40,40,40,30,250,5,85,swarm insomnia sniper ,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close."
168,ariados,ordinary,generation-ii,spinarak,bug,poison,70,90,70,60,70,40,400,11,335,swarm insomnia sniper ,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.
169,crobat,ordinary,generation-ii,golbat,poison,flying,85,90,80,70,80,130,535,18,750,inner-focus infiltrator ,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.
170,chinchou,ordinary,generation-ii,nothing,water,electric,75,38,38,56,56,67,330,5,120,volt-absorb illuminate water-absorb ,Chinchou blink their shining antennae at one another to claim their respective turf.
171,lanturn,ordinary,generation-ii,chinchou,water,electric,125,58,58,76,76,67,460,12,225,volt-absorb illuminate water-absorb ,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.
172,pichu,baby,generation-ii,nothing,electric,None,20,40,15,35,35,60,205,3,20,static lightning-rod ,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.
173,cleffa,baby,generation-ii,nothing,fairy,None,50,25,28,45,55,15,218,3,30,cute-charm magic-guard friend-guard ,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor."
174,igglybuff,baby,generation-ii,nothing,normal,fairy,90,30,15,40,20,15,210,3,10,cute-charm competitive friend-guard ,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop."
175,togepi,baby,generation-ii,nothing,fairy,None,35,20,65,40,65,20,245,3,15,hustle serene-grace super-luck ,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.
176,togetic,ordinary,generation-ii,togepi,fairy,flying,55,40,85,80,105,40,405,6,32,hustle serene-grace super-luck ,"They say that it will appear before kindhearted, car­ ing people and shower them with happiness."
177,natu,ordinary,generation-ii,nothing,psychic,flying,40,50,45,70,45,70,320,2,20,synchronize early-bird magic-bounce ,"Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something."
178,xatu,ordinary,generation-ii,natu,psychic,flying,65,75,70,95,70,95,470,15,150,synchronize early-bird magic-bounce ,They say that it stays still and quiet because it is seeing both the past and future at the same time.
179,mareep,ordinary,generation-ii,nothing,electric,None,55,40,40,65,45,35,280,6,78,static plus ,"If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you."
180,flaaffy,ordinary,generation-ii,mareep,electric,None,70,55,55,80,60,45,365,8,133,static plus ,"As a result of storing too much electricity, it developed patches where even downy wool won't grow."
181,ampharos,ordinary,generation-ii,flaaffy,electric,None,90,75,85,115,90,55,510,14,615,static plus ,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.
182,bellossom,ordinary,generation-ii,gloom,grass,None,75,80,95,90,100,50,490,4,58,chlorophyll healer ,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound."
183,marill,ordinary,generation-ii,azurill,water,fairy,70,20,50,20,50,40,250,4,85,thick-fat huge-power sap-sipper ,"The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning."
184,azumarill,ordinary,generation-ii,marill,water,fairy,100,50,80,60,80,50,420,8,285,thick-fat huge-power sap-sipper ,It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.
185,sudowoodo,ordinary,generation-ii,bonsly,rock,None,70,100,115,30,65,30,410,12,380,sturdy rock-head rattled ,"Although it always pretends to be a tree, its composi­ tion appears to be closer to a rock than a plant."
186,politoed,ordinary,generation-ii,poliwhirl,water,None,90,75,75,90,100,70,500,11,339,water-absorb damp drizzle ,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gather­ ing from far and wide."
187,hoppip,ordinary,generation-ii,nothing,grass,flying,35,35,40,35,55,50,250,4,5,chlorophyll leaf-guard infiltrator ,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though."
188,skiploom,ordinary,generation-ii,hoppip,grass,flying,55,45,50,45,65,80,340,6,10,chlorophyll leaf-guard infiltrator ,The bloom on top of its head opens and closes as the temperature fluc­ tuates up and down.
189,jumpluff,ordinary,generation-ii,skiploom,grass,flying,75,55,70,55,95,110,460,8,30,chlorophyll leaf-guard infiltrator ,"Once it catches the wind, it deft­ ly controls its cotton-puff spores to float, even around the world."
190,aipom,ordinary,generation-ii,nothing,normal,None,55,70,55,40,55,85,360,8,115,run-away pickup skill-link ,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
191,sunkern,ordinary,generation-ii,nothing,grass,None,30,30,30,30,30,30,180,3,18,chlorophyll solar-power early-bird ,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves."
192,sunflora,ordinary,generation-ii,sunkern,grass,None,75,75,55,105,85,30,425,8,85,chlorophyll solar-power early-bird ,"It converts sun­ light into energy. In the darkness after sunset, it closes its petals and becomes still."
193,yanma,ordinary,generation-ii,nothing,bug,flying,65,65,45,75,45,95,390,12,380,speed-boost compound-eyes frisk ,"If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area."
194,wooper,ordinary,generation-ii,nothing,water,ground,55,45,45,25,25,15,210,4,85,damp water-absorb unaware ,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.
195,quagsire,ordinary,generation-ii,wooper,water,ground,95,85,85,65,65,35,430,14,750,damp water-absorb unaware ,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls."
196,espeon,ordinary,generation-ii,eevee,psychic,None,65,65,60,130,95,110,525,9,265,synchronize magic-bounce ,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.
197,umbreon,ordinary,generation-ii,eevee,dark,None,95,65,110,60,130,65,525,10,270,synchronize inner-focus ,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores."
198,murkrow,ordinary,generation-ii,nothing,dark,flying,60,85,42,85,42,91,405,5,21,insomnia super-luck prankster ,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night."
199,slowking,ordinary,generation-ii,slowpoke,water,psychic,95,75,80,100,110,30,490,20,795,oblivious own-tempo regenerator ,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected."
200,misdreavus,ordinary,generation-ii,nothing,ghost,None,60,60,60,85,85,85,435,7,10,levitate ,It likes playing mischievous tricks such as screaming and wailing to startle people at night.
201,unown,ordinary,generation-ii,nothing,psychic,None,48,72,48,72,48,48,336,5,50,levitate ,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.
202,wobbuffet,ordinary,generation-ii,wynaut,psychic,None,190,33,58,33,58,33,405,13,285,shadow-tag telepathy ,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike."
203,girafarig,ordinary,generation-ii,nothing,normal,psychic,70,80,65,90,65,85,455,15,415,inner-focus early-bird sap-sipper ,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite."
204,pineco,ordinary,generation-ii,nothing,bug,None,50,65,90,35,35,15,290,6,72,sturdy overcoat ,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.
205,forretress,ordinary,generation-ii,pineco,bug,steel,75,90,140,60,60,40,465,12,1258,sturdy overcoat ,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.
206,dunsparce,ordinary,generation-ii,nothing,normal,None,100,70,70,65,65,45,415,15,140,serene-grace run-away rattled ,"When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail."
207,gligar,ordinary,generation-ii,nothing,ground,flying,65,75,105,35,65,85,430,11,648,hyper-cutter sand-veil immunity ,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.
208,steelix,ordinary,generation-ii,onix,steel,ground,75,85,200,55,65,30,510,92,4000,rock-head sturdy sheer-force ,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.
209,snubbull,ordinary,generation-ii,nothing,fairy,None,60,80,50,40,40,30,300,6,78,intimidate run-away rattled ,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women."
210,granbull,ordinary,generation-ii,snubbull,fairy,None,90,120,75,60,60,45,450,14,487,intimidate quick-feet rattled ,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker."
211,qwilfish,ordinary,generation-ii,nothing,water,poison,65,95,85,55,55,85,440,5,39,poison-point swift-swim intimidate ,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once."
212,scizor,ordinary,generation-ii,scyther,bug,steel,70,130,100,55,80,65,500,18,1180,swarm technician light-metal ,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.
213,shuckle,ordinary,generation-ii,nothing,bug,rock,20,10,230,10,230,5,505,6,205,sturdy gluttony contrary ,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.
214,heracross,ordinary,generation-ii,nothing,bug,fighting,80,125,75,40,95,85,500,15,540,swarm guts moxie ,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn."
215,sneasel,ordinary,generation-ii,nothing,dark,ice,55,95,55,35,75,115,430,9,280,inner-focus keen-eye pickpocket ,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy."
216,teddiursa,ordinary,generation-ii,nothing,normal,None,60,80,50,50,50,40,330,6,88,pickup quick-feet honey-gather ,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey."
