index,name,parameter,power
529,drilbur,speed,68
530,excadrill,speed,88
531,audino,speed,50
532,timburr,speed,35
533,gurdurr,speed,40
534,conkeldurr,speed,45
535,tympole,speed,64
536,palpitoad,speed,69
537,seismitoad,speed,74
538,throh,speed,45
539,sawk,speed,85
540,sewaddle,speed,42
541,swadloon,speed,42
542,leavanny,speed,92
543,venipede,speed,57
544,whirlipede,speed,47
545,scolipede,speed,112
546,cottonee,speed,66
547,whimsicott,speed,116
548,petilil,speed,30
549,lilligant,speed,90
550,basculin,speed,98
551,sandile,speed,65
552,krokorok,speed,74
553,krookodile,speed,92
554,darumaka,speed,50
555,darmanitan,speed,95
556,maractus,speed,60
557,dwebble,speed,55
558,crustle,speed,45
559,scraggy,speed,48
560,scrafty,speed,58
561,sigilyph,speed,97
562,yamask,speed,30
563,cofagrigus,speed,30
564,tirtouga,speed,22
565,carracosta,speed,32
566,archen,speed,70
567,archeops,speed,110
568,trubbish,speed,65
569,garbodor,speed,75
570,zorua,speed,65
571,zoroark,speed,105
572,minccino,speed,75
573,cinccino,speed,115
574,gothita,speed,45
575,gothorita,speed,55
576,gothitelle,speed,65
577,solosis,speed,20
578,duosion,speed,30
579,reuniclus,speed,30
580,ducklett,speed,55
581,swanna,speed,98
582,vanillite,speed,44
583,vanillish,speed,59
584,vanilluxe,speed,79
585,deerling,speed,75
586,sawsbuck,speed,95
587,emolga,speed,103
588,karrablast,speed,60
589,escavalier,speed,20
590,foongus,speed,15
591,amoonguss,speed,30
592,frillish,speed,40
593,jellicent,speed,60
594,alomomola,speed,65
595,joltik,speed,65
596,galvantula,speed,108
597,ferroseed,speed,10
598,ferrothorn,speed,20
599,klink,speed,30
600,klang,speed,50
601,klinklang,speed,90
602,tynamo,speed,60
603,eelektrik,speed,40
604,eelektross,speed,50
605,elgyem,speed,30
606,beheeyem,speed,40
607,litwick,speed,20
608,lampent,speed,55
609,chandelure,speed,80
610,axew,speed,57
611,fraxure,speed,67
612,haxorus,speed,97
613,cubchoo,speed,40
614,beartic,speed,50
615,cryogonal,speed,105
616,shelmet,speed,25
617,accelgor,speed,145
618,stunfisk,speed,32
619,mienfoo,speed,65
620,mienshao,speed,105
621,druddigon,speed,48
622,golett,speed,35
623,golurk,speed,55
624,pawniard,speed,60
625,bisharp,speed,70
626,bouffalant,speed,55
627,rufflet,speed,60
628,braviary,speed,80
629,vullaby,speed,60
630,mandibuzz,speed,80
631,heatmor,speed,65
632,durant,speed,109
633,deino,speed,38
634,zweilous,speed,58
635,hydreigon,speed,98
636,larvesta,speed,60
637,volcarona,speed,100
638,cobalion,speed,108
639,terrakion,speed,108
640,virizion,speed,108
641,tornadus,speed,111
642,thundurus,speed,111
643,reshiram,speed,90
644,zekrom,speed,90
645,landorus,speed,101
646,kyurem,speed,95
647,keldeo,speed,108
648,meloetta,speed,90
649,genesect,speed,99
650,chespin,speed,38
651,quilladin,speed,57
652,chesnaught,speed,64
653,fennekin,speed,60
654,braixen,speed,73
655,delphox,speed,104
656,froakie,speed,71
657,frogadier,speed,97
658,greninja,speed,122
659,bunnelby,speed,57
660,diggersby,speed,78
661,fletchling,speed,62
662,fletchinder,speed,84
663,talonflame,speed,126
664,scatterbug,speed,35
665,spewpa,speed,29
666,vivillon,speed,89
667,litleo,speed,72
668,pyroar,speed,106
669,flabebe,speed,42
670,floette,speed,52
671,florges,speed,75
672,skiddo,speed,52
673,gogoat,speed,68
674,pancham,speed,43
675,pangoro,speed,58
676,furfrou,speed,102
677,espurr,speed,68
678,meowstic,speed,104
679,honedge,speed,28
680,doublade,speed,35
681,aegislash,speed,60
682,spritzee,speed,23
683,aromatisse,speed,29
684,swirlix,speed,49
685,slurpuff,speed,72
686,inkay,speed,45
687,malamar,speed,73
688,binacle,speed,50
689,barbaracle,speed,68
690,skrelp,speed,30
691,dragalge,speed,44
692,clauncher,speed,44
693,clawitzer,speed,59
694,helioptile,speed,70
695,heliolisk,speed,109
696,tyrunt,speed,48
697,tyrantrum,speed,71
698,amaura,speed,46
699,aurorus,speed,58
700,sylveon,speed,60
701,hawlucha,speed,118
702,dedenne,speed,101
703,carbink,speed,50
704,goomy,speed,40
705,sliggoo,speed,60
706,goodra,speed,80
707,klefki,speed,75
708,phantump,speed,38
709,trevenant,speed,56
710,pumpkaboo,speed,51
711,gourgeist,speed,84
712,bergmite,speed,28
713,avalugg,speed,28
714,noibat,speed,55
715,noivern,speed,123
716,xerneas,speed,99
717,yveltal,speed,99
718,zygarde,speed,95
719,diancie,speed,50
720,hoopa,speed,70
721,volcanion,speed,70
722,rowlet,speed,42
723,dartrix,speed,52
724,decidueye,speed,70
725,litten,speed,70
726,torracat,speed,90
727,incineroar,speed,60
728,popplio,speed,40
729,brionne,speed,50
730,primarina,speed,60
731,pikipek,speed,65
732,trumbeak,speed,75
733,toucannon,speed,60
734,yungoos,speed,45
735,gumshoos,speed,45
736,grubbin,speed,46
737,charjabug,speed,36
738,vikavolt,speed,43
739,crabrawler,speed,63
740,crabominable,speed,43
741,oricorio,speed,93
742,cutiefly,speed,84
743,ribombee,speed,124
744,rockruff,speed,60
745,lycanroc,speed,112
746,wishiwashi,speed,40
747,mareanie,speed,45
748,toxapex,speed,35
749,mudbray,speed,45
750,mudsdale,speed,35
751,dewpider,speed,27
752,araquanid,speed,42
753,fomantis,speed,35
754,lurantis,speed,45
755,morelull,speed,15
756,shiinotic,speed,30
757,salandit,speed,77
758,salazzle,speed,117
759,stufful,speed,50
760,bewear,speed,60
761,bounsweet,speed,32
762,steenee,speed,62
763,tsareena,speed,72
764,comfey,speed,100
765,oranguru,speed,60
766,passimian,speed,80
767,wimpod,speed,80
768,golisopod,speed,40
769,sandygast,speed,15
770,palossand,speed,35
771,pyukumuku,speed,5
772,type-null,speed,59
773,silvally,speed,95
774,minior,speed,60
775,komala,speed,65
776,turtonator,speed,36
777,togedemaru,speed,96
778,mimikyu,speed,96
779,bruxish,speed,92
780,drampa,speed,36
781,dhelmise,speed,40
782,jangmo-o,speed,45
783,hakamo-o,speed,65
784,kommo-o,speed,85
785,tapu-koko,speed,130
786,tapu-lele,speed,95
787,tapu-bulu,speed,75
788,tapu-fini,speed,85
789,cosmog,speed,37
790,cosmoem,speed,37
791,solgaleo,speed,97
792,lunala,speed,97
793,nihilego,speed,103
794,buzzwole,speed,79
795,pheromosa,speed,151
796,xurkitree,speed,83
797,celesteela,speed,61
798,kartana,speed,109
799,guzzlord,speed,43
800,necrozma,speed,79
801,magearna,speed,65
802,marshadow,speed,125
803,poipole,speed,73
804,naganadel,speed,121
805,stakataka,speed,13
806,blacephalon,speed,107
807,zeraora,speed,143
808,meltan,speed,34
809,melmetal,speed,34
810,grookey,speed,65
811,thwackey,speed,80
812,rillaboom,speed,85
813,scorbunny,speed,69
814,raboot,speed,94
815,cinderace,speed,119
816,sobble,speed,70
817,drizzile,speed,90
818,inteleon,speed,120
819,skwovet,speed,25
820,greedent,speed,20
821,rookidee,speed,57
822,corvisquire,speed,77
823,corviknight,speed,67
824,blipbug,speed,45
825,dottler,speed,30
826,orbeetle,speed,90
827,nickit,speed,50
828,thievul,speed,90
829,gossifleur,speed,10
830,eldegoss,speed,60
831,wooloo,speed,48
832,dubwool,speed,88
833,chewtle,speed,44
834,drednaw,speed,74
835,yamper,speed,26
836,boltund,speed,121
837,rolycoly,speed,30
838,carkol,speed,50
839,coalossal,speed,30
840,applin,speed,20
841,flapple,speed,70
842,appletun,speed,30
843,silicobra,speed,46
844,sandaconda,speed,71
845,cramorant,speed,85
846,arrokuda,speed,66
847,barraskewda,speed,136
848,toxel,speed,40
849,toxtricity,speed,75
850,sizzlipede,speed,45
851,centiskorch,speed,65
852,clobbopus,speed,32
853,grapploct,speed,42
854,sinistea,speed,50
855,polteageist,speed,70
856,hatenna,speed,39
857,hattrem,speed,49
858,hatterene,speed,29
859,impidimp,speed,50
860,morgrem,speed,70
861,grimmsnarl,speed,60
862,obstagoon,speed,95
863,perrserker,speed,50
864,cursola,speed,30
865,sirfetchd,speed,65
866,mr-rime,speed,70
867,runerigus,speed,30
868,milcery,speed,34
869,alcremie,speed,64
870,falinks,speed,75
871,pincurchin,speed,15
872,snom,speed,20
873,frosmoth,speed,65
874,stonjourner,speed,70
875,eiscue,speed,50
876,indeedee,speed,95
877,morpeko,speed,97
878,cufant,speed,40
879,copperajah,speed,30
880,dracozolt,speed,75
881,arctozolt,speed,55
882,dracovish,speed,75
883,arctovish,speed,55
884,duraludon,speed,85
885,dreepy,speed,82
886,drakloak,speed,102
887,dragapult,speed,142
888,zacian,speed,138
889,zamazenta,speed,138
890,eternatus,speed,130
891,kubfu,speed,72
892,urshifu,speed,97
893,zarude,speed,105
894,regieleki,speed,200
895,regidrago,speed,80
896,glastrier,speed,30
897,spectrier,speed,130
898,calyrex,speed,80
899,wyrdeer,speed,65
900,kleavor,speed,85
901,ursaluna,speed,50
902,basculegion,speed,78
903,sneasler,speed,120
904,overqwil,speed,85
905,enamorus,speed,106
906,sprigatito,speed,65
907,floragato,speed,83
908,meowscarada,speed,123
909,fuecoco,speed,36
910,crocalor,speed,49
911,skeledirge,speed,66
912,quaxly,speed,50
913,quaxwell,speed,65
914,quaquaval,speed,85
915,lechonk,speed,35
916,oinkologne,speed,65
917,tarountula,speed,20
918,spidops,speed,35
919,nymble,speed,45
920,lokix,speed,92
921,pawmi,speed,60
922,pawmo,speed,85
923,pawmot,speed,105
924,tandemaus,speed,75
925,maushold,speed,111
926,fidough,speed,65
927,dachsbun,speed,95
928,smoliv,speed,30
929,dolliv,speed,33
930,arboliva,speed,39
931,squawkabilly,speed,92
932,nacli,speed,25
933,naclstack,speed,35
934,garganacl,speed,35
935,charcadet,speed,35
936,armarouge,speed,75
937,ceruledge,speed,85
938,tadbulb,speed,45
939,bellibolt,speed,45
940,wattrel,speed,70
941,kilowattrel,speed,125
942,maschiff,speed,51
943,mabosstiff,speed,85
944,shroodle,speed,75
945,grafaiai,speed,110
946,bramblin,speed,60
947,brambleghast,speed,90
948,toedscool,speed,70
949,toedscruel,speed,100
950,klawf,speed,75
951,capsakid,speed,50
952,scovillain,speed,75
953,rellor,speed,30
954,rabsca,speed,45
955,flittle,speed,75
956,espathra,speed,105
957,tinkatink,speed,58
958,tinkatuff,speed,78
959,tinkaton,speed,94
960,wiglett,speed,95
961,wugtrio,speed,120
962,bombirdier,speed,82
963,finizen,speed,75
964,palafin,speed,100
965,varoom,speed,47
966,revavroom,speed,90
967,cyclizar,speed,121
968,orthworm,speed,65
969,glimmet,speed,60
970,glimmora,speed,86
971,greavard,speed,34
972,houndstone,speed,68
973,flamigo,speed,90
974,cetoddle,speed,43
975,cetitan,speed,73
976,veluza,speed,70
977,dondozo,speed,35
978,tatsugiri,speed,82
979,annihilape,speed,90
980,clodsire,speed,20
981,farigiraf,speed,60
982,dudunsparce,speed,55
983,kingambit,speed,50
984,great-tusk,speed,87
985,scream-tail,speed,111
986,brute-bonnet,speed,55
987,flutter-mane,speed,135
988,slither-wing,speed,81
989,sandy-shocks,speed,101
990,iron-treads,speed,106
991,iron-bundle,speed,136
992,iron-hands,speed,50
993,iron-jugulis,speed,108
994,iron-moth,speed,110
995,iron-thorns,speed,72
996,frigibax,speed,55
997,arctibax,speed,62
998,baxcalibur,speed,87
999,gimmighoul,speed,10
1000,gholdengo,speed,84
1001,wo-chien,speed,70
1002,chien-pao,speed,135
1003,ting-lu,speed,45
1004,chi-yu,speed,100
1005,roaring-moon,speed,119
1006,iron-valiant,speed,116
1007,koraidon,speed,135
1008,miraidon,speed,135
1009,walking-wake,speed,109
1010,iron-leaves,speed,104
1011,dipplin,speed,40
1012,poltchageist,speed,50
1013,sinistcha,speed,70
1014,okidogi,speed,80
1015,munkidori,speed,106
1016,fezandipiti,speed,99
1017,ogerpon,speed,110
1018,archaludon,speed,85
1019,hydrapple,speed,44
1020,gouging-fire,speed,91
1021,raging-bolt,speed,75
1022,iron-boulder,speed,124
1023,iron-crown,speed,98
1024,terapagos,speed,60
1025,pecharunt,speed,88
1,bulbasaur,hp,45
2,ivysaur,hp,60
3,venusaur,hp,80
4,charmander,hp,39
5,charmeleon,hp,58
6,charizard,hp,78
7,squirtle,hp,44
8,wartortle,hp,59
9,blastoise,hp,79
10,caterpie,hp,45
11,metapod,hp,50
12,butterfree,hp,60
13,weedle,hp,40
14,kakuna,hp,45
15,beedrill,hp,65
16,pidgey,hp,40
17,pidgeotto,hp,63
18,pidgeot,hp,83
19,rattata,hp,30
20,raticate,hp,55
21,spearow,hp,40
22,fearow,hp,65
23,ekans,hp,35
24,arbok,hp,60
25,pikachu,hp,35
26,raichu,hp,60
27,sandshrew,hp,50
28,sandslash,hp,75
29,nidoranf,hp,55
30,nidorina,hp,70
31,nidoqueen,hp,90
32,nidoranm,hp,46
33,nidorino,hp,61
34,nidoking,hp,81
35,clefairy,hp,70
36,clefable,hp,95
37,vulpix,hp,38
38,ninetales,hp,73
39,jigglypuff,hp,115
40,wigglytuff,hp,140
41,zubat,hp,40
42,golbat,hp,75
43,oddish,hp,45
44,gloom,hp,60
45,vileplume,hp,75
46,paras,hp,35
47,parasect,hp,60
48,venonat,hp,60
49,venomoth,hp,70
50,diglett,hp,10
51,dugtrio,hp,35
52,meowth,hp,40
53,persian,hp,65
54,psyduck,hp,50
55,golduck,hp,80
56,mankey,hp,40
57,primeape,hp,65
58,growlithe,hp,55
59,arcanine,hp,90
60,poliwag,hp,40
61,poliwhirl,hp,65
62,poliwrath,hp,90
63,abra,hp,25
64,kadabra,hp,40
65,alakazam,hp,55
66,machop,hp,70
67,machoke,hp,80
68,machamp,hp,90
69,bellsprout,hp,50
70,weepinbell,hp,65
71,victreebel,hp,80
72,tentacool,hp,40
73,tentacruel,hp,80
74,geodude,hp,40
75,graveler,hp,55
76,golem,hp,80
77,ponyta,hp,50
78,rapidash,hp,65
79,slowpoke,hp,90
80,slowbro,hp,95
81,magnemite,hp,25
82,magneton,hp,50
83,farfetchd,hp,52
84,doduo,hp,35
85,dodrio,hp,60
86,seel,hp,65
87,dewgong,hp,90
88,grimer,hp,80
89,muk,hp,105
90,shellder,hp,30
91,cloyster,hp,50
92,gastly,hp,30
93,haunter,hp,45
94,gengar,hp,60
95,onix,hp,35
96,drowzee,hp,60
97,hypno,hp,85
98,krabby,hp,30
99,kingler,hp,55
100,voltorb,hp,40
101,electrode,hp,60
102,exeggcute,hp,60
103,exeggutor,hp,95
104,cubone,hp,50
105,marowak,hp,60
106,hitmonlee,hp,50
107,hitmonchan,hp,50
108,lickitung,hp,90
109,koffing,hp,40
110,weezing,hp,65
111,rhyhorn,hp,80
112,rhydon,hp,105
113,chansey,hp,250
114,tangela,hp,65
115,kangaskhan,hp,105
116,horsea,hp,30
117,seadra,hp,55
118,goldeen,hp,45
119,seaking,hp,80
120,staryu,hp,30
121,starmie,hp,60
122,mr-mime,hp,40
123,scyther,hp,70
124,jynx,hp,65
125,electabuzz,hp,65
126,magmar,hp,65
127,pinsir,hp,65
128,tauros,hp,75
129,magikarp,hp,20
130,gyarados,hp,95
131,lapras,hp,130
132,ditto,hp,48
133,eevee,hp,55
134,vaporeon,hp,130
135,jolteon,hp,65
136,flareon,hp,65
137,porygon,hp,65
138,omanyte,hp,35
139,omastar,hp,70
140,kabuto,hp,30
141,kabutops,hp,60
142,aerodactyl,hp,80
143,snorlax,hp,160
144,articuno,hp,90
145,zapdos,hp,90
146,moltres,hp,90
147,dratini,hp,41
148,dragonair,hp,61
149,dragonite,hp,91
150,mewtwo,hp,106
151,mew,hp,100
152,chikorita,hp,45
153,bayleef,hp,60
154,meganium,hp,80
155,cyndaquil,hp,39
156,quilava,hp,58
157,typhlosion,hp,78
158,totodile,hp,50
159,croconaw,hp,65
160,feraligatr,hp,85
161,sentret,hp,35
162,furret,hp,85
163,hoothoot,hp,60
164,noctowl,hp,100
165,ledyba,hp,40
166,ledian,hp,55
167,spinarak,hp,40
168,ariados,hp,70
169,crobat,hp,85
170,chinchou,hp,75
171,lanturn,hp,125
172,pichu,hp,20
173,cleffa,hp,50
174,igglybuff,hp,90
175,togepi,hp,35
176,togetic,hp,55
177,natu,hp,40
178,xatu,hp,65
179,mareep,hp,55
180,flaaffy,hp,70
181,ampharos,hp,90
182,bellossom,hp,75
183,marill,hp,70
184,azumarill,hp,100
185,sudowoodo,hp,70
186,politoed,hp,90
187,hoppip,hp,35
188,skiploom,hp,55
189,jumpluff,hp,75
190,aipom,hp,55
191,sunkern,hp,30
192,sunflora,hp,75
193,yanma,hp,65
194,wooper,hp,55
195,quagsire,hp,95
196,espeon,hp,65
197,umbreon,hp,95
198,murkrow,hp,60
199,slowking,hp,95
200,misdreavus,hp,60
201,unown,hp,48
202,wobbuffet,hp,190
203,girafarig,hp,70
204,pineco,hp,50
205,forretress,hp,75
206,dunsparce,hp,100
207,gligar,hp,65
208,steelix,hp,75
209,snubbull,hp,60
210,granbull,hp,90
211,qwilfish,hp,65
212,scizor,hp,70
213,shuckle,hp,20
214,heracross,hp,80
215,sneasel,hp,55
216,teddiursa,hp,60
217,ursaring,hp,90
218,slugma,hp,40
219,magcargo,hp,60
220,swinub,hp,50
221,piloswine,hp,100
222,corsola,hp,65
223,remoraid,hp,35
224,octillery,hp,75
225,delibird,hp,45
226,mantine,hp,85
227,skarmory,hp,65
228,houndour,hp,45
229,houndoom,hp,75
230,kingdra,hp,75
231,phanpy,hp,90
232,donphan,hp,90
233,porygon2,hp,85
234,stantler,hp,73
235,smeargle,hp,55
236,tyrogue,hp,35
237,hitmontop,hp,50
238,smoochum,hp,45
239,elekid,hp,45
240,magby,hp,45
241,miltank,hp,95
242,blissey,hp,255
243,raikou,hp,90
244,entei,hp,115
245,suicune,hp,100
246,larvitar,hp,50
247,pupitar,hp,70
248,tyranitar,hp,100
249,lugia,hp,106
250,ho-oh,hp,106
251,celebi,hp,100
252,treecko,hp,40
253,grovyle,hp,50
254,sceptile,hp,70
255,torchic,hp,45
256,combusken,hp,60
257,blaziken,hp,80
258,mudkip,hp,50
259,marshtomp,hp,70
260,swampert,hp,100
261,poochyena,hp,35
262,mightyena,hp,70
263,zigzagoon,hp,38
264,linoone,hp,78
265,wurmple,hp,45
266,silcoon,hp,50
267,beautifly,hp,60
268,cascoon,hp,50
269,dustox,hp,60
270,lotad,hp,40
271,lombre,hp,60
272,ludicolo,hp,80
273,seedot,hp,40
274,nuzleaf,hp,70
275,shiftry,hp,90
276,taillow,hp,40
277,swellow,hp,60
278,wingull,hp,40
279,pelipper,hp,60
280,ralts,hp,28
281,kirlia,hp,38
282,gardevoir,hp,68
283,surskit,hp,40
284,masquerain,hp,70
285,shroomish,hp,60
286,breloom,hp,60
287,slakoth,hp,60
288,vigoroth,hp,80
289,slaking,hp,150
290,nincada,hp,31
291,ninjask,hp,61
292,shedinja,hp,1
293,whismur,hp,64
294,loudred,hp,84
295,exploud,hp,104
296,makuhita,hp,72
297,hariyama,hp,144
298,azurill,hp,50
299,nosepass,hp,30
300,skitty,hp,50
301,delcatty,hp,70
302,sableye,hp,50
303,mawile,hp,50
304,aron,hp,50
305,lairon,hp,60
306,aggron,hp,70
307,meditite,hp,30
308,medicham,hp,60
309,electrike,hp,40
310,manectric,hp,70
311,plusle,hp,60
312,minun,hp,60
313,volbeat,hp,65
314,illumise,hp,65
315,roselia,hp,50
316,gulpin,hp,70
317,swalot,hp,100
318,carvanha,hp,45
319,sharpedo,hp,70
320,wailmer,hp,130
321,wailord,hp,170
322,numel,hp,60
323,camerupt,hp,70
324,torkoal,hp,70
325,spoink,hp,60
326,grumpig,hp,80
327,spinda,hp,60
328,trapinch,hp,45
329,vibrava,hp,50
330,flygon,hp,80
331,cacnea,hp,50
332,cacturne,hp,70
333,swablu,hp,45
334,altaria,hp,75
335,zangoose,hp,73
336,seviper,hp,73
337,lunatone,hp,90
338,solrock,hp,90
339,barboach,hp,50
340,whiscash,hp,110
341,corphish,hp,43
342,crawdaunt,hp,63
343,baltoy,hp,40
344,claydol,hp,60
345,lileep,hp,66
346,cradily,hp,86
347,anorith,hp,45
348,armaldo,hp,75
349,feebas,hp,20
350,milotic,hp,95
351,castform,hp,70
352,kecleon,hp,60
353,shuppet,hp,44
354,banette,hp,64
355,duskull,hp,20
356,dusclops,hp,40
357,tropius,hp,99
358,chimecho,hp,75
359,absol,hp,65
360,wynaut,hp,95
361,snorunt,hp,50
362,glalie,hp,80
363,spheal,hp,70
364,sealeo,hp,90
365,walrein,hp,110
366,clamperl,hp,35
367,huntail,hp,55
368,gorebyss,hp,55
369,relicanth,hp,100
370,luvdisc,hp,43
371,bagon,hp,45
372,shelgon,hp,65
373,salamence,hp,95
374,beldum,hp,40
375,metang,hp,60
376,metagross,hp,80
377,regirock,hp,80
378,regice,hp,80
379,registeel,hp,80
380,latias,hp,80
381,latios,hp,80
382,kyogre,hp,100
383,groudon,hp,100
384,rayquaza,hp,105
385,jirachi,hp,100
386,deoxys,hp,50
387,turtwig,hp,55
388,grotle,hp,75
389,torterra,hp,95
390,chimchar,hp,44
391,monferno,hp,64
392,infernape,hp,76
393,piplup,hp,53
394,prinplup,hp,64
395,empoleon,hp,84
396,starly,hp,40
397,staravia,hp,55
398,staraptor,hp,85
399,bidoof,hp,59
400,bibarel,hp,79
401,kricketot,hp,37
402,kricketune,hp,77
403,shinx,hp,45
404,luxio,hp,60
405,luxray,hp,80
406,budew,hp,40
407,roserade,hp,60
408,cranidos,hp,67
409,rampardos,hp,97
410,shieldon,hp,30
411,bastiodon,hp,60
412,burmy,hp,40
413,wormadam,hp,60
414,mothim,hp,70
415,combee,hp,30
416,vespiquen,hp,70
417,pachirisu,hp,60
418,buizel,hp,55
419,floatzel,hp,85
420,cherubi,hp,45
421,cherrim,hp,70
422,shellos,hp,76
423,gastrodon,hp,111
424,ambipom,hp,75
425,drifloon,hp,90
426,drifblim,hp,150
427,buneary,hp,55
428,lopunny,hp,65
429,mismagius,hp,60
430,honchkrow,hp,100
431,glameow,hp,49
432,purugly,hp,71
433,chingling,hp,45
434,stunky,hp,63
435,skuntank,hp,103
436,bronzor,hp,57
437,bronzong,hp,67
438,bonsly,hp,50
439,mime-jr,hp,20
440,happiny,hp,100
441,chatot,hp,76
442,spiritomb,hp,50
443,gible,hp,58
444,gabite,hp,68
445,garchomp,hp,108
446,munchlax,hp,135
447,riolu,hp,40
448,lucario,hp,70
449,hippopotas,hp,68
450,hippowdon,hp,108
451,skorupi,hp,40
452,drapion,hp,70
453,croagunk,hp,48
454,toxicroak,hp,83
455,carnivine,hp,74
456,finneon,hp,49
457,lumineon,hp,69
458,mantyke,hp,45
459,snover,hp,60
460,abomasnow,hp,90
461,weavile,hp,70
462,magnezone,hp,70
463,lickilicky,hp,110
464,rhyperior,hp,115
465,tangrowth,hp,100
466,electivire,hp,75
467,magmortar,hp,75
468,togekiss,hp,85
469,yanmega,hp,86
470,leafeon,hp,65
471,glaceon,hp,65
472,gliscor,hp,75
473,mamoswine,hp,110
474,porygon-z,hp,85
475,gallade,hp,68
476,probopass,hp,60
477,dusknoir,hp,45
478,froslass,hp,70
479,rotom,hp,50
480,uxie,hp,75
481,mesprit,hp,80
482,azelf,hp,75
483,dialga,hp,100
484,palkia,hp,90
485,heatran,hp,91
486,regigigas,hp,110
487,giratina,hp,150
488,cresselia,hp,120
489,phione,hp,80
490,manaphy,hp,100
491,darkrai,hp,70
492,shaymin,hp,100
493,arceus,hp,120
494,victini,hp,100
495,snivy,hp,45
496,servine,hp,60
497,serperior,hp,75
498,tepig,hp,65
499,pignite,hp,90
500,emboar,hp,110
501,oshawott,hp,55
502,dewott,hp,75
503,samurott,hp,95
504,patrat,hp,45
505,watchog,hp,60
506,lillipup,hp,45
507,herdier,hp,65
508,stoutland,hp,85
509,purrloin,hp,41
510,liepard,hp,64
511,pansage,hp,50
512,simisage,hp,75
513,pansear,hp,50
514,simisear,hp,75
515,panpour,hp,50
516,simipour,hp,75
517,munna,hp,76
518,musharna,hp,116
519,pidove,hp,50
520,tranquill,hp,62
521,unfezant,hp,80
522,blitzle,hp,45
523,zebstrika,hp,75
524,roggenrola,hp,55
525,boldore,hp,70
526,gigalith,hp,85
527,woobat,hp,65
528,swoobat,hp,67
529,drilbur,hp,60
530,excadrill,hp,110
531,audino,hp,103
532,timburr,hp,75
533,gurdurr,hp,85
534,conkeldurr,hp,105
535,tympole,hp,50
536,palpitoad,hp,75
537,seismitoad,hp,105
538,throh,hp,120
539,sawk,hp,75
540,sewaddle,hp,45
541,swadloon,hp,55
542,leavanny,hp,75
543,venipede,hp,30
544,whirlipede,hp,40
545,scolipede,hp,60
546,cottonee,hp,40
547,whimsicott,hp,60
548,petilil,hp,45
549,lilligant,hp,70
550,basculin,hp,70
551,sandile,hp,50
552,krokorok,hp,60
553,krookodile,hp,95
554,darumaka,hp,70
555,darmanitan,hp,105
556,maractus,hp,75
557,dwebble,hp,50
558,crustle,hp,70
559,scraggy,hp,50
560,scrafty,hp,65
561,sigilyph,hp,72
562,yamask,hp,38
563,cofagrigus,hp,58
564,tirtouga,hp,54
565,carracosta,hp,74
566,archen,hp,55
567,archeops,hp,75
568,trubbish,hp,50
569,garbodor,hp,80
570,zorua,hp,40
571,zoroark,hp,60
572,minccino,hp,55
573,cinccino,hp,75
574,gothita,hp,45
575,gothorita,hp,60
576,gothitelle,hp,70
577,solosis,hp,45
578,duosion,hp,65
579,reuniclus,hp,110
580,ducklett,hp,62
581,swanna,hp,75
582,vanillite,hp,36
583,vanillish,hp,51
584,vanilluxe,hp,71
585,deerling,hp,60
586,sawsbuck,hp,80
587,emolga,hp,55
588,karrablast,hp,50
589,escavalier,hp,70
590,foongus,hp,69
591,amoonguss,hp,114
592,frillish,hp,55
593,jellicent,hp,100
594,alomomola,hp,165
595,joltik,hp,50
596,galvantula,hp,70
597,ferroseed,hp,44
598,ferrothorn,hp,74
599,klink,hp,40
600,klang,hp,60
601,klinklang,hp,60
602,tynamo,hp,35
603,eelektrik,hp,65
604,eelektross,hp,85
605,elgyem,hp,55
606,beheeyem,hp,75
607,litwick,hp,50
608,lampent,hp,60
609,chandelure,hp,60
610,axew,hp,46
611,fraxure,hp,66
612,haxorus,hp,76
613,cubchoo,hp,55
614,beartic,hp,95
615,cryogonal,hp,80
616,shelmet,hp,50
617,accelgor,hp,80
618,stunfisk,hp,109
619,mienfoo,hp,45
620,mienshao,hp,65
621,druddigon,hp,77
622,golett,hp,59
623,golurk,hp,89
624,pawniard,hp,45
625,bisharp,hp,65
626,bouffalant,hp,95
627,rufflet,hp,70
628,braviary,hp,100
629,vullaby,hp,70
630,mandibuzz,hp,110
631,heatmor,hp,85
632,durant,hp,58
633,deino,hp,52
634,zweilous,hp,72
635,hydreigon,hp,92
636,larvesta,hp,55
637,volcarona,hp,85
638,cobalion,hp,91
639,terrakion,hp,91
640,virizion,hp,91
641,tornadus,hp,79
642,thundurus,hp,79
643,reshiram,hp,100
644,zekrom,hp,100
645,landorus,hp,89
646,kyurem,hp,125
647,keldeo,hp,91
648,meloetta,hp,100
649,genesect,hp,71
650,chespin,hp,56
651,quilladin,hp,61
652,chesnaught,hp,88
653,fennekin,hp,40
654,braixen,hp,59
655,delphox,hp,75
656,froakie,hp,41
657,frogadier,hp,54
658,greninja,hp,72
659,bunnelby,hp,38
660,diggersby,hp,85
661,fletchling,hp,45
662,fletchinder,hp,62
663,talonflame,hp,78
664,scatterbug,hp,38
665,spewpa,hp,45
666,vivillon,hp,80
667,litleo,hp,62
668,pyroar,hp,86
669,flabebe,hp,44
670,floette,hp,54
671,florges,hp,78
672,skiddo,hp,66
673,gogoat,hp,123
674,pancham,hp,67
675,pangoro,hp,95
676,furfrou,hp,75
677,espurr,hp,62
678,meowstic,hp,74
679,honedge,hp,45
680,doublade,hp,59
